75,16,0
75,16,480
75,18,4944
75,18,4919
75,16,5057
75,16,5130
75,4,12590
75,4,80740
75,4,86468
75,4,86628
75,4,87131
75,4,88823
75,4,90565
75,21,96814
75,4,105158
75,31,189803
75,4,189916
75,31,189935
75,4,189952
75,4,190238
75,4,190680
75,4,190764
75,4,194318
75,4,195149
75,4,195640
86,13,10221277
39,75,10231195
39,22,10236944
86,1,10242790
86,1,10242889
86,2,10248359
95,3,10261894
95,3,10261970
18,47,10269282
18,47,10282818
86,10,10288021
86,46,10290240
86,1,10298050
86,1,10301811
86,46,10301654
86,2,10304461
39,75,10306002
86,1,10306111
39,55,10306173
86,1,10307209
86,1,10312435
86,10,10317651
86,6,10320734
86,1,10322374
86,10,10327635
86,6,10330172
86,6,10333771
39,72,10373929
18,22,10385058
18,22,10385089
39,75,10391907
39,75,10391943
39,55,10392101
39,55,10392202
39,55,10392245
39,55,10392597
39,55,10392659
39,55,10392815
39,55,10392854
39,55,10392878
16,1,10393269
16,44,10397612
16,7,10397758
16,44,10397936
16,47,10403797
83,26,10408905
16,47,10414498
18,53,10425193
16,45,10428329
83,49,10424490
95,3,10433738
16,1,10449857
16,1,10456797
16,1,10456902
16,46,10460262
16,46,10460554
16,46,10460603
16,45,10463930
83,26,10472276
16,45,10475373
16,1,10475791
83,40,10484334
83,26,10484382
16,30,10485335
83,5,10487129
83,5,10489013
83,5,10489071
83,3,10489589
83,3,10491553
83,3,10493384
83,34,10494395
83,34,10494465
16,46,10496202
16,44,10502278
16,30,10504080
16,1,10514556
83,5,10551026
16,46,10551595
16,5,10552130
16,1,10552578
16,46,10554451
16,32,10554587
86,29,10557941
83,26,10559009
83,34,10559133
83,3,10560120
83,4,10560153
86,10,10565382
86,1,10566942
83,60,10568792
86,46,10570088
16,30,10574315
16,44,10575377
16,46,10575481
16,7,10575954
86,5,10577644
86,5,10577703
86,29,10578123
16,44,10578435
86,38,10578937
86,38,10578986
86,46,10579388
16,44,10579542
16,46,10579940
16,44,10580033
86,2,10580095
16,30,10581286
86,46,10582229
86,5,10582455
86,1,10582939
86,1,10583978
86,1,10584072
86,1,10584199
86,1,10584303
86,38,10584495
86,29,10585168
16,46,10586187
86,6,10586960
18,22,10589831
86,10,10592285
86,7,10592504
86,38,10594782
16,30,10594922
16,1,10594986
16,3,10595028
86,38,10596213
86,29,10596400
86,1,10596463
86,1,10596526
16,1,10595499
16,37,10597371
16,45,10603528
16,46,10605712
16,46,10638961
16,27,10639035
16,52,10643108
16,46,10658845
16,46,10661728
16,45,10661912
16,31,10662004
16,31,10662072
16,7,10663139
16,27,10663678
16,30,10664381
16,31,10664517
16,31,10664607
16,31,10665038
16,30,10664491
16,46,10665180
16,31,10665268
16,31,10665314
16,31,10665502
16,45,10665752
16,46,10668219
16,27,10670768
83,42,10714060
83,42,10714398
16,46,10722978
16,46,10723078
16,7,10724617
86,38,10729588
16,46,10732714
16,27,10732920
16,46,10735365
16,47,10735459
16,36,10735648
16,44,10736149
16,46,10737336
16,46,10737394
16,53,10737988
16,46,10739216
16,27,10739275
16,46,10743480
16,46,10747522
16,31,10747652
