57,49,420
87,87,430
10,15,1144
15,10,1341
23,8,1578
54,54,2120
39,4,2801
8,23,2862
23,8,2862
52,70,3304
22,6,4530
36,22,6251
10,15,7053
39,4,7700
39,4,7993
39,4,9066
93,77,9232
76,72,9246
39,4,9455
10,15,9739
10,15,10131
39,4,11159
75,58,11161
6,22,15096
15,10,15475
23,8,15781
23,8,16062
93,77,17788
10,15,19430
81,74,19960
6,15,20363
15,10,21219
6,15,21996
15,10,23903
15,6,23978
6,15,24158
15,10,24297
8,23,26364
8,23,26645
15,6,29191
15,10,33590
4,102,33653
102,4,37252
12,12,41306
12,12,41671
54,54,42972
54,54,47617
74,76,47721
74,81,47959
12,12,48720
42,44,49021
71,43,51173
10,15,52516
10,15,52575
77,77,52829
77,77,52847
55,97,52945
97,55,52972
77,77,54900
42,97,56408
74,76,56469
54,54,56565
54,54,56592
97,42,56612
96,63,57174
23,5,57542
44,42,57644
44,42,57931
89,89,58231
5,23,59260
77,77,60442
5,23,61221
54,54,63539
77,77,64611
77,77,64711
97,44,65311
89,89,65487
97,98,65557
39,4,65610
39,4,65685
20,26,66309
97,98,66357
15,10,66852
15,10,66925
54,54,66948
39,4,67445
32,32,68213
97,98,68292
42,44,69475
89,89,70869
23,8,71132
12,12,71173
70,44,71409
44,70,71517
96,63,71616
12,12,71829
76,74,72614
6,22,72672
81,74,72835
42,44,73508
42,44,73535
42,44,73550
42,44,73558
81,76,74749
76,81,74758
12,12,74961
81,76,75311
76,81,75320
42,44,75556
44,42,75599
42,44,75849
44,42,75919
96,63,76033
63,63,77425
44,42,77619
71,43,77690
54,54,77694
10,15,78036
4,23,78049
96,63,78211
20,26,78271
32,32,78720
23,8,78996
8,23,78999
23,8,79210
8,23,79213
4,102,79605
12,12,80143
4,23,80587
77,77,80808
77,84,80851
77,84,80897
4,102,81523
76,74,81595
46,46,81699
8,23,81718
44,42,81826
44,42,81845
42,44,81850
12,12,81948
44,42,82648
42,44,82653
89,89,82883
22,6,83825
12,12,83889
12,12,83908
22,6,84107
77,84,84353
84,77,84455
8,23,84668
22,6,84669
102,4,85126
22,6,86638
22,6,86678
23,8,86855
63,63,86950
77,77,87086
39,4,87092
8,23,87268
23,8,87270
39,4,87407
39,4,87417
74,76,87758
77,77,87925
15,6,88211
39,4,89547
10,6,89648
39,4,90110
39,4,90853
4,30,91883
15,10,92370
39,4,92643
23,5,92657
42,44,93514
39,4,93604
6,22,93746
42,44,93833
39,4,94366
6,22,94843
6,22,95413
42,44,95531
8,23,96290
23,8,96290
5,23,96335
6,22,97419
76,72,97592
6,22,98009
8,23,101103
23,8,101108
4,8,101579
6,15,103163
42,48,103572
4,12,105869
15,6,106771
4,8,106897
76,74,112715
42,44,118970
8,23,120580
4,23,121267
23,8,124209
23,4,124409
10,15,127763
77,77,128934
54,54,134851
54,54,136812
37,37,137446
70,98,139812
70,98,140050
42,44,140241
12,12,140356
70,97,141921
97,70,141927
15,10,142099
70,98,142679
6,10,143636
97,98,143672
96,63,144162
10,15,145162
12,12,145242
12,12,146224
96,63,146593
10,15,146816
97,98,146839
96,63,147229
15,10,147438
97,98,147749
81,76,148477
21,15,148932
55,55,148988
46,46,149095
46,46,149287
46,46,149302
46,46,149308
46,46,149326
70,98,149338
44,42,149410
42,44,149632
44,42,149633
77,77,149724
54,54,150167
54,54,150435
54,54,150628
15,10,150709
70,98,151025
70,98,151153
16,19,151749
44,42,151821
42,44,151832
10,15,152150
70,98,152581
15,10,153069
15,10,153702
91,101,154483
10,15,154521
10,15,154570
54,54,154752
54,54,154776
10,15,155112
39,4,155149
39,4,155845
10,15,156396
10,15,156566
5,60,157814
5,60,158140
5,60,158254
5,60,158256
15,10,158258
54,54,158884
12,12,158926
10,15,158973
15,10,159492
10,15,159792
10,15,159959
10,15,160533
12,12,160712
15,10,161111
15,10,161152
60,5,161371
60,5,161789
60,5,161812
23,5,162089
12,53,162991
84,77,163389
10,15,163715
84,77,163885
22,6,164518
23,5,165431
23,5,165735
5,23,165767
19,16,165977
15,10,166388
15,10,166460
15,10,166483
10,15,167098
57,49,167256
54,54,167785
10,15,168157
5,23,169104
6,15,169252
5,23,169407
15,10,169447
57,49,170233
15,10,170547
22,6,170594
15,10,170731
57,49,170735
77,84,170753
15,10,170901
96,63,171501
49,57,171557
26,20,172075
15,10,173031
15,10,173076
32,32,173081
15,10,173120
15,10,173164
54,57,173168
15,10,173210
54,57,173255
15,10,173264
54,57,173273
15,10,173313
54,54,173715
39,4,173864
15,10,174124
12,12,174202
89,89,174262
15,10,174295
77,84,174401
54,54,174744
15,10,174869
22,6,175021
6,22,175299
22,6,175313
22,6,175476
54,54,175570
10,6,176854
15,10,178050
39,4,179796
39,4,179902
6,22,181327
15,10,181433
4,77,181489
10,6,181558
15,10,181950
39,4,182342
15,10,182491
10,6,182669
23,5,183191
101,91,183370
23,4,185710
6,22,185838
6,22,186048
6,22,186232
23,8,186657
5,23,186868
6,10,187642
39,4,187853
6,15,190067
39,4,190381
53,12,191826
6,10,192302
6,10,192346
6,10,193462
101,90,194207
15,6,194791
6,15,194974
101,90,195934
15,6,196133
101,90,197410
57,49,200026
54,54,202066
12,12,204411
77,93,205848
77,93,210634
12,12,210958
89,89,212320
96,63,214498
77,84,215017
42,44,222652
54,57,223235
93,77,223834
63,63,223949
54,57,225337
54,57,225652
77,93,226380
77,93,226553
54,54,226730
96,63,226858
96,63,227318
96,63,227448
96,63,227551
74,95,227651
52,93,228370
96,63,228412
52,93,228483
93,77,228622
46,46,229244
14,93,229260
46,46,229271
77,93,229795
96,63,230398
74,95,230630
63,63,230726
52,93,230801
63,63,231052
52,93,231523
52,93,231561
52,93,231824
74,95,232213
37,37,232285
39,4,232513
57,49,232560
49,57,232651
23,5,232957
12,12,233196
12,12,233211
23,5,233812
44,42,234088
42,44,234092
5,23,234513
39,4,234555
44,42,234632
42,44,234635
10,15,234688
39,4,234691
20,21,234751
23,5,234780
23,5,234802
21,20,234840
23,5,235010
89,89,235182
39,4,235191
39,4,235347
96,63,235593
39,4,235640
39,4,235709
10,15,236447
5,23,236634
37,37,237270
5,23,237489
57,49,237755
49,57,238381
5,23,238459
5,23,238463
4,12,238467
5,23,238482
5,23,238689
52,70,240712
97,55,240980
6,15,240987
12,12,242010
4,23,243829
6,15,244365
93,77,244538
57,54,245064
12,12,245292
74,93,245454
6,15,245619
54,54,246077
81,76,246948
93,77,247781
42,97,248828
15,10,249076
81,76,249082
76,81,249084
12,4,249276
15,10,250842
42,44,251301
42,44,251341
57,54,251904
39,4,253517
32,32,253565
32,32,253616
57,54,254011
57,54,254327
74,95,255211
76,81,255612
74,95,255622
93,74,257640
74,93,258423
88,88,258707
54,54,258769
67,30,258810
93,74,259760
57,49,261128
22,6,261860
22,6,261890
82,8,262143
82,8,262313
82,8,262473
12,12,262579
12,12,262593
39,4,264209
24,6,264339
6,15,265001
39,4,265949
76,72,266782
57,49,266847
4,12,267121
15,6,268601
23,5,269230
32,32,269607
4,8,269847
6,15,270034
93,74,270259
5,23,272187
6,22,272595
6,22,272625
93,74,272728
5,23,272905
5,8,273098
4,8,273429
4,12,274320
4,8,274488
76,72,274514
6,15,275447
6,15,276811
76,81,277447
4,8,277465
15,6,280413
32,32,280934
8,23,282107
23,8,282185
12,4,290501
63,63,293772
12,4,294823
12,4,298943
54,54,299079
90,53,300530
